Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.19260025024414,24.659502293956603,23.754464067072234,24.648437592390618,212818400
2015-01-05,23.511062622070312,24.042136374239757,23.325187737341313,23.962475227002493,257142000
2015-01-06,23.513269424438477,23.7721672375332,23.15258108261458,23.575227702283048,263188400
2015-01-07,23.84297752380371,23.942553088747736,23.610632287952324,23.721272554884127,160423600
2015-01-08,24.759084701538086,24.816618126764887,24.053199089993452,24.170479219019555,237458000
2015-01-09,24.785634994506836,25.060022405088077,24.387329327343235,24.93167928030907,214798000
2015-01-12,24.174898147583008,24.922825738800306,24.075322583368106,24.91618759295084,198603200
2015-01-13,24.389537811279297,24.96044192591161,24.09966088663629,24.657287022815467,268367600
2015-01-14,24.296611785888672,24.449294259620693,24.008946316023966,24.128438048664517,195826400
2015-01-15,23.637191772460938,24.35414038758057,23.601787757118135,24.34086409285663,240056000
2015-01-16,23.453519821166992,23.805356695533074,23.278708022841688,23.68365174472551,314053200
2015-01-20,24.05762481689453,24.112944961639695,23.566381661439586,23.86289682691998,199599600
2015-01-21,24.24128532409668,24.57541774452879,23.95804479734744,24.108515641336837,194303600
2015-01-22,24.871925354003906,24.887414919491768,24.278893622383396,24.398385279676635,215185600
2015-01-23,25.00027847290039,25.170663761693863,24.679420647171945,24.849807624202118,185859200
2015-01-26,25.026836395263672,25.305650433694787,24.960453225890493,25.16845584914426,222460000
2015-01-27,24.150556564331055,24.88963440186182,24.126215571319666,24.8763564222506,382274800
2015-01-28,25.515865325927734,26.13766495700858,25.515865325927734,26.029236247987182,585908400
2015-01-29,26.310260772705078,26.37443234220827,25.571182772424184,25.739356482562314,337745600
2015-01-30,25.925233840942383,26.55366988452238,25.856635712406298,26.199621290376125,334982000
2015-02-02,26.250513076782227,26.370004785647765,25.68624864341562,26.122171630877833,250956400
2015-02-03,26.25493812561035,26.35230042157659,26.0248061463723,26.221745704792397,207662800
2015-02-04,26.456308364868164,26.666525950743203,26.17970761100918,26.221751465831595,280598800
2015-02-05,26.645130157470703,26.709554969732874,26.49184347674695,26.662901175243686,168984800
2015-02-06,26.420761108398438,26.714004163225805,26.314126499870483,26.662908024891667,174826400
2015-02-09,26.596261978149414,26.622919358205184,26.30968327825307,26.336342353208384,155559200
2015-02-10,27.10721206665039,27.13609315192371,26.694007464418103,26.696227782593457,248034000
2015-02-11,27.742572784423828,27.75145914200605,27.213847220027088,27.273828015082834,294247200
2015-02-12,28.093582153320312,28.32018008177655,27.895865316767186,28.004720253825706,297898000
2015-02-13,28.23131561279297,28.27574571104656,27.913635495070917,28.27574571104656,217088800
2015-02-17,28.39792823791504,28.631190468113697,28.195767412422946,28.32239504441379,252609600
2015-02-18,28.59564208984375,28.608970777658705,28.313505768499276,28.3534935268434,179566800
2015-02-19,28.535667419433594,28.664517086594802,28.509010036503504,28.542331765166118,149449600
2015-02-20,28.768918991088867,28.768918991088867,28.446796637874154,28.573422549502805,195793600
2015-02-23,29.546464920043945,29.546464920043945,28.804471802520936,28.884447331881436,283896400
2015-02-24,29.362075805664062,29.679757593961313,29.139921941606865,29.533135230131812,276912400
2015-02-25,28.611196517944336,29.235451763904805,28.469018171309017,29.226563710478064,298846800
2015-02-26,28.97330665588379,29.073275217137283,28.126900972912463,28.611194771331103,365150000
2015-02-27,28.537893295288086,29.006638189606278,28.489019163004695,28.880008831472114,248059200
2015-03-02,28.677837371826172,28.942200974389138,28.502337335981014,28.713382798513294,192386800
2015-03-03,28.737825393676758,28.773370827213807,28.455689023399984,28.648965199633246,151265200
2015-03-04,28.555660247802734,28.782258170449772,28.506789509388113,28.680069276765426,126665200
2015-03-05,28.082469940185547,28.602309153184912,27.93806959383036,28.564543404185695,226068400
2015-03-06,28.124683380126953,28.740048936913926,28.049151867734945,28.524559382890047,291368400
2015-03-09,28.244640350341797,28.784475968478535,27.782559935616113,28.426806439526047,354114000
2015-03-10,27.660383224487305,28.262420104484363,27.50265415510651,28.082475983552712,275426400
2015-03-11,27.15608787536621,27.718136880404018,27.12720848319452,27.713694548877402,275756000
2015-03-12,27.647050857543945,27.747021124712568,27.020576957239324,27.17164166982553,193450800
2015-03-13,27.455995559692383,27.858095210772237,27.231621374752795,27.635941344171023,207309200
2015-03-16,27.758121490478516,27.758121490478516,27.29604279372521,27.520416950669613,143497200
2015-03-17,28.222429275512695,28.284632091074627,27.913635516187682,27.969173986496493,204092400
2015-03-18,28.54010772705078,28.693394438520734,28.073584942676437,28.21354126951889,261083600
2015-03-19,28.324615478515625,28.713384710573685,28.302400432806465,28.602307787128524,183238000
2015-03-20,27.96916961669922,28.524552538116783,27.804776244841232,28.491230817057243,274780400
2015-03-23,28.260189056396484,28.402367374748902,28.106902368369962,28.240196024862197,150838800
2015-03-24,28.144678115844727,28.444583846778304,28.11579702412687,28.264641425158008,131369200
2015-03-25,27.409339904785156,28.173549649385247,27.409339904785156,28.111346845968825,206620800
2015-03-26,27.600399017333984,27.74257737236355,27.236066770708273,27.271612206915506,190291600
2015-03-27,27.38047218322754,27.702594707423156,27.30494065972236,27.673715306359412,158184800
2015-03-30,28.073593139648438,28.0802574864583,27.54708770796922,27.558196082585656,188398800
2015-03-31,27.642610549926758,28.10024705323261,27.62705984432607,28.0113851519859,168362400
2015-04-01,27.602622985839844,27.795897495381485,27.347145653429575,27.729250645222354,162485600
2015-04-02,27.840322494506836,27.893638947918962,27.58928923541274,27.77589766980492,128880400
2015-04-06,28.291301727294922,28.32684716849199,27.620397626249552,27.651499039847025,148776000
2015-04-07,27.993614196777344,28.46235737958407,27.98694985077485,28.355724453744553,140049200
2015-04-08,27.902530670166016,28.080254475572733,27.762574317465607,27.958069147493138,149316800
2015-04-09,28.115793228149414,28.12023725469051,27.693702231319484,27.958064183930947,129936000
2015-04-10,28.235754013061523,28.260191072168222,27.826991742366516,27.980276746427457,160752000
2015-04-13,28.180213928222656,28.562320494539065,28.126897481831673,28.51788701523125,145460400
2015-04-14,28.05803680419922,28.277968679310423,27.97139692324936,28.213543848237514,102098400
2015-04-15,28.164670944213867,28.24242446960834,27.99361318834602,28.082475086611023,115881600
2015-04-16,28.029151916503906,28.23575507267787,28.015823227363466,28.053588976527664,113476000
2015-04-17,27.71369743347168,28.022491201146448,27.649272602783466,27.891421221225347,207828000
2015-04-20,28.346832275390625,28.462351537154245,27.806998326302168,27.895860209527733,188217200
2015-04-21,28.19354820251465,28.48012520073409,28.140230053864958,28.457911847812642,129740400
2015-04-22,28.573427200317383,28.62896566300797,28.06247436050361,28.211317033738535,150618000
2015-04-23,28.806699752807617,28.97331520063431,28.466804510425153,28.50234995284684,183083600
2015-04-24,28.942203521728516,29.019958725725385,28.70894129953666,28.98885732208639,178103600
2015-04-27,29.468711853027344,29.575348159798903,29.135481021414673,29.393180344746973,387816800
2015-04-28,29.00441551208496,29.88858717244409,28.78448529879101,29.87081784170909,475696000
2015-04-29,28.57787322998047,29.233226457714377,28.502341728977694,28.915548055956197,253544400
2015-04-30,27.802553176879883,28.5778695972683,27.675925556960287,28.5778695972683,332781600
2015-05-01,28.64674186706543,28.90888520558984,27.835881568938238,28.013603654255334,234050400
2015-05-04,28.591203689575195,29.00663375040625,28.49345543996789,28.768927471606737,203953200
2015-05-05,27.946958541870117,28.535664962892916,27.942514515164522,28.469018121505634,197085600
2015-05-06,27.77145767211914,28.15800495791627,27.404903422444445,28.11579517734717,288564000
2015-05-07,27.943227767944336,28.126154782564676,27.666605100388406,27.833916456516,175763600
2015-05-08,28.469694137573242,28.469694137573242,28.132840211539968,28.259996743595362,222201600
2015-05-11,28.179697036743164,28.456318032718876,28.02577002755684,28.41839452963739,168143200
2015-05-12,28.079313278198242,28.30462472292589,27.845076653188137,28.01908022514789,192640000
2015-05-13,28.110544204711914,28.37378085400866,28.079312882081744,28.141775527342084,138776800
2015-05-14,28.766401290893555,28.766401290893555,28.36708631302993,28.42285677051672,180814000
2015-05-15,28.72624397277832,28.88686313904668,28.601318711004723,28.793169192716487,152832000
2015-05-18,29.04302406311035,29.161257160981794,28.634783904740452,28.63924649445973,203531600
2015-05-19,29.016250610351562,29.19694631905053,28.92032366877132,29.154560233512147,178532800
2015-05-20,29.014022827148438,29.219257706248666,28.853403634120667,29.000638461722566,145819600
2015-05-21,29.31071662902832,29.364257484742,28.962709576784434,29.01625043249812,158921600
2015-05-22,29.567258834838867,29.663185774227095,29.312945731377887,29.357564812372207,182384000
2015-05-26,28.91585922241211,29.649800184525905,28.804318332458095,29.58064537738767,282790400
2015-05-27,29.455720901489258,29.504799172350534,29.011790275005385,29.076482502617996,183332800
2015-05-28,29.39771842956543,29.43564192592671,29.246024444120316,29.415565381492744,122933200
2015-05-29,29.063095092773438,29.32410037647806,28.978322923995577,29.275022110760137,203538000
2015-06-01,29.1210994720459,29.310720381846835,29.011791558077427,29.063099423898514,128451200
2015-06-02,28.991716384887695,29.147872986498268,28.848944148563945,28.96940684010392,134670400
2015-06-03,29.02741050720215,29.210339266134035,28.97833222573062,29.147876617708278,123934000
2015-06-04,28.857864379882812,29.13002447267988,28.757478241644847,28.906942652613985,153800400
2015-06-05,28.699472427368164,28.931479407354722,28.634780202616195,28.889093320398054,142507200
2015-06-08,28.509859085083008,28.824405288183716,28.293469433641413,28.75524706027214,210699200
2015-06-09,28.42508316040039,28.57231796852488,28.02353693293006,28.26446398862062,224301600
2015-06-10,28.75078582763672,28.853401557823254,28.521010125158224,28.536625784357813,156349200
2015-06-11,28.68609046936035,29.04078974685961,28.661551332957096,28.817707926451256,141563600
